hr:min:sec 	hr:min:sec 	annotation	layer	index
1296	1325	Nuestra voluntad está empeñada en ello, pero igualmente está firmemente decidida a continuar y a avanzar en la lucha militar y política mientras los enemigos de la paz y del pueblo persistan en su estrategia de guerra de exterminio popular con disfraz electoral.	FMLN	
1326	1375	Este nuevo año es una ocasión oportuna para que le reiteremos al pueblo salvadoreño nuestra disposición, interés y voluntad de diálogo, entendimiento y negociación para alcanzar una solución política justa con todos los sectores y grupos políticos, económicos y sociales interesados en participar en el esfuerzo común de construir una patria libre de opresión, represión y terror en la que impere la convivencia democrática y prevalezcan los intereses populares.	FMLN	
1376	1399	Nacional e internacionalmente es creciente la convicción que se fundamenta en la realidad de que sin el movimiento revolucionario y democrático no puede haber solución política al conflicto armado.	FMLN	
1400	1443	La fuerza moral y política que tienen el Frente Farabundo Martí para la Liberación Nacional y el Frente Democrático Revolucionario nos impulsan a continuar desarrollando en 1982 su oferta de paz, pero también a profundizar y a avanzar en la guerra si persiste la voluntad genocida y antidemocrática del actual Gobierno y de su principal apoyo la administración Reagan de los Estados Unidos.	FMLN	
1444	1484	Esta fuerza es respaldada por el espíritu firme de nuestros combatientes y de la gran mayoría del pueblo que los estimula y apoya de diversas formas. Mantenemos una posición consecuente, libre de prepotencias y de criterios excluyentes a fin de ampliar y mejorar las posibilidades de búsqueda de un acuerdo nacional que conduzca a una solución justa y verdadera.	FMLN	
1485	1525	La comandancia general del Frente Farabundo Martí para la Liberación Nacional saluda en este fin de año de manera fraternal y revolucionaria a todos y cada uno de los heroicos combatientes y militantes de todas las áreas de trabajo de nuestra organizaciones que con su esfuerzo y empeño han fortalecido política y militarmente a nuestro pueblo en este año de grandes victorias.	FMLN	
1526	1582	Saludamos en este fin de año la memoria de nuestros héroes y mártires que durante este año dieron su vida por la noble causa de la justicia, la paz y la democracia. Saludamos en este fin de año a nuestros hermanos presos y desaparecidos que desde las cárceles derrotan a la dictadura con las armas de la dignidad revolucionaria, poniendo en alto el espíritu y el coraje de las fuerzas de nuestro pueblo. Saludamos en este fin de año a nuestro pueblo trabajador, esforzado y heroico y nos comprometemos a seguir siendo fieles a sus intereses.	FMLN	
1583	1639	Saludamos en este fin de año a los sectores democráticos del ejército de la empresa privada, de la iglesia y a las organizaciones políticas y gremiales que anhelan la paz y la justicia. Los instamos a que juntos y sin prepotencia encontremos el camino de la solución justa. Saludamos y agradecemos en este fin de año a todos los pueblos, gobiernos y organizaciones políticas y humanitarias que le han brindado a nuestro pueblo una solidaridad moral, material y política de un valor incalculable.	FMLN	
1640	1670	Reiteramos finalmente que pondremos todos nuestros esfuerzos porque 1982 sea el año en que triunfen la justicia y la paz en nuestra patria por el camino que la circunstancias nos impongan. Unidos para combatir hasta la victoria final, revolución o muerte, venceremos.	FMLN	
1671	1699	Fermán Cienfuegos, Salvador Cayetano Carpio, "Marcial", Schafik Jorge Hándal, Roberto Roca y Joaquín Villalobos por la comandancia general del Frente Farabundo Martí para la Liberación Nacional. El Salvador, 30 de diciembre de 1981.	FMLN	
1700	1724	Hemos escuchado el mensaje de fin de año que envió al pueblo salvadoreño la comandancia general del Frente Farabundo Martí para la Liberación Nacional en los albores de 1982 año de las grandes victorias.	Radio Venceremos	
1724	1761	Parte de guerra de la comandancia general del Frente Oriental Francisco Sánchez, zona norte. La comandancia general del Frente Oriental Francisco Sánchez, zona norte, comunica al pueblo salvadoreño que a todos los capturados de Perquín y la Guacamaya en agosto de este año, así como a todos los capturados en los días 29 y 30 de diciembre de este año en la Guacamaya ha decidido dejarlos en libertad.	Capturados	Capturados
1762	1807	Esta decisión obedece al hecho que la Cruz Roja Internacional manifestó estar incapacitada para recibir a los prisioneros por la falta de garantías para ello debido a la negativa de la Junta Militar Democristiana y el alto mando militar para reconocer la existencia de prisioneros de guerra. La decisión de dejar en libertad a los prisioneros de agosto se hizo efectiva el día 28 de diciembre de este año, a excepción de los soldados incorporados a nuestras filas.	Cruz Roja	Cruz_Roja
1808	1842	Los compañeros Pablo Arana Pacheco, Juan Antonio Peñate, Santos Diego Diaz, Luis Sandoval y Luis Alonso Torres. Esta noticia no se dio a conocer antes en base a una petición de los mismos exprisioneros de mantener tres días de secreto para proteger sus movimientos ya que si la junta se daba cuenta los buscarían para matarlos.	Capturados	Capturados
1843	1888	Igual decisión se ha tomado con los prisioneros hechos en la Guacamaya. Serán dejados en libertad en las próximas 72 horas. Son ellos el subsargento Manuel Antonio Rosales de 25 años. El soldado Gerber Francisco Lemus Castillo de 18 años. El soldado Gilberto Morales Barrera de 18 años. El soldado Nelson Ernesto Orellana de 25 años. El soldado Alberto Martínez Villalta de 15 años de edad.	Capturados	Capturados
1889	1908	Comunicamos que dos prisioneros heridos murieron por la gravedad de sus heridas. Los nombres de ellos se ignoran ya que carecían de documentos que los identificaran. Murieron aproximadamente una hora después de su captura.	Bajas	Heridos
1909	1952	Aclaramos que esta vez no hemos recibido respuesta alguna de la Cruz Roja Internacional en torno a este caso. Tampoco se ha hecho presente para reconocer a las víctimas de la masacre y a una multitud de pobladores aterrorizados que se encuentran concentrados en el caserío Llano Alegre con el temor de que sean asesinados por tropas genocidas de la Junta Militar Democristiana que propalan rumores de una nueva ofensiva contra la población de Morazán.	Cruz Roja	Cruz_Roja
1953	1974	Hacemos un llamado a la Cruz Roja Internacional, a todos los organismos humanitarios a quienes compete, así como a la prensa internacional a mantenerse pendientes y atentos por la suerte de estos soldados y de sus familiares.	Cruz Roja	Cruz_Roja
1975	2004	También reiteramos a los familiares del teniente José León Delgado Escobar, así como a los familiares de los 17 soldados muertos en combate en la Guacamaya a que a través de la Cruz Roja Internacional puedan exhumar los cadáveres para su reconocimiento y traslado donde consideren conveniente.	Bajas	Muertes
2005	2044	También reiteramos nuevamente el llamado a la Cruz Roja Internacional, a la Comisión de Derechos Humanos de la Organización de Estados Americanos, a la Comisión de Derechos Humanos de las Naciones Unidas y a la prensa internacional a que constaten el genocidio impune a más de 900 salvadoreños en las poblaciones de Cerro Pando, Agua Fría, Poza Honda, Los Toriles, El Mozote y otros en el departamento de Morazán.	Cruz Roja	Cruz_Roja
2045	2078	Pedimos a estos organismos y entidades que sean los ojos de la conciencia mundial para que no sean pisoteados de manera tan desfachatada los derechos de todo un pueblo y que se caracterice pomposamente como tácticas utilizadas en Vietnam o asesoría militar a lo que es un descarado apoyo y respaldo a un crimen masivo.	Contexto Político	
2079	2125	Cuando un Gobierno no tiene más política que el genocidio y más sostén que un aparato militar y la injerencia extranjera, no queda más alternativa que la lucha con las armas en la mano a la par de este pueblo heroico y la búsqueda de la unidad de esfuerzos con todos los sectores conscientes y democráticos del país para lograr la instauración de un régimen de libertades democráticas verdaderas e iniciar un proceso de construcción económica y de estabilización social y política.	Contexto Político	
2126	2155	Ese es nuestro grito a la conciencia de todos los pueblos del mundo. Ese es nuestro grito a que salgan las manos intervencionistas de nuestro país. Esa es nuestra reiteración del llamado a los organismos y entidades humanitarias a constatar esta cruda realidad de genocidio como política de la Junta Democratacristiana.	Contexto Político	
2156	2181	Reiteramos nuevamente a nuestro pueblo la profunda decisión de luchar indeclinables hasta vencer, visualizando 1982 como el año de las grandes victorias democráticas y populares. Unidos para combatir hasta la victoria final, revolución o muerte, venceremos.	Contexto Político	
2182	2216	Por la comandancia político-militar del Frente Oriental Francisco Sánchez, zona norte. Comandante Jorge Meléndez, "Jonás", responsable político militar de la comandancia general. Comandante Heleno Castro, "Carmelo", jefe de personal. Comándate Bruno Caballero, "Quincho", jefe de logística. Comandante Santos Lino Caballero, "Melo". Comandante William Pascasio primer jefe de operaciones.	Contexto Político	
2217	2247	Comandante Silvio de Jesús Argueta, "Licho", jefe de operaciones. Compañero José Leoncio Pichinte responsable político del frente nororiental y responsable político de Venceremos. Aprobado también por el comandante Juan Ramón Medrano, "Balta". Morazán, 31 de diciembre de 1981.	Contexto Político	
2248	2279	Hacemos un llamado a nuestros oyentes de Radio Venceremos para que sintonicen la señal de libertad del Frente Farabundo Martí para la Liberación Nacional en esta misma frecuencia esta noche a las 10:00 PM cuando trasmitiremos una misa oficiada por nuestro compañero y sacerdote Rogelio Ponseele. Misa ofrecida en honor a los héroes y mártires caídos por la liberación nacional.	Radio Venceremos	
2280	2291	<i>Desde el hondo crisol de la patria<br> se levanta el clamor popular;<br> ya se anuncia la nueva alborada,<br> todo Chile comienza a cantar.	Música	Canción
2292	2305	Con la plena convicción a la victoria popular, Radio Venceremos, voz oficial del Frente Farabundo Martí para la Liberación Nacional llega al final de esta emisión de esta hora.	Radio Venceremos	
2306	2308	<i>…enfrentemos primero a la muerte…	Música	Canción
2309	2344	Recordamos que esta noche a las 10:00 PM, Radio Venceremos transmitirá una misa en homenaje a los mártires y héroes caídos por la revolución salvadoreña. Repetimos, Radio Venceremos esta noche a las 10:00 PM transmitirá una misa dedicada a los héroes y mártires caídos por la revolución salvadoreña. Esta noche a las 10:00 PM en Radio Venceremos.	Radio Venceremos	
2345	2350	<i>…Campesinos, soldados y obreros,<br> la mujer de la patria también…	Música	Canción
2351	2385	Expresión del poder popular sobre territorios controlados en el departamento de Morazán, Radio Venceremos transmite todos los días de las seis a las siete de la ma˜ñana y de seis a siete de la tarde a través de la frecuencia internacional de los 40 metros, siete megahercios. Hemos transmitido este 31 de diciembre desde el Salvador, Centroamérica, territorio en combate contra la opresión y el imperialismo.	Radio Venceremos	
2386	2394	<i>Venceremos, <br> Venceremos.<br> La miseria sabremos vencer.	Música	Canción
2395	2397	En 1982--	Radio Venceremos	
2398	2401	Unidos para Combatir hasta la victoria final.	Radio Venceremos	
2402	2404	Revolución o muerte, venceremos.	Radio Venceremos	
2404	2405	¡Venceremos!	Radio Venceremos	
2405	2411	<i>Venceremos, <br> La miseria sabremos vencer.	Música	Canción
